path,src,zip,member,licence,side,palette
0004686.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,28
0004687.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,8
0004688.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,29
0004689.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,44
0004690.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,47
0004691.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,14
0004692.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,8
0004693.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,14
0004694.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,24
0004695.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,14
0004696.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,12
0004697.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,33
0004698.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,42
0004699.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,15
0004700.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,19
0004701.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,47
0004702.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,60
0004703.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,32
0004704.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,64
0004705.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,68
0004706.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,28
0004707.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,13
0004708.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,13
0004709.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,28
0004710.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,31
0004711.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,14
0004712.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,14
0004713.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,44
0004714.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,49
0004715.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,32
0004716.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,55
0004717.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,56
0004718.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,28
0004719.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,80
0004720.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,91
0004721.png,data/oga3_cut_ccby,2D_Art_01.zip,sidescroller_40x40_tilesets_-_tiles_fierce_soldier.png,CC-BY-4.0,44,11
0004722.png,data/oga3_cut_ccby,2D_Art_01.zip,cross0.png,CC-BY-4.0,32,9
0004723.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,61,6
0004724.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,61,6
0004725.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,61,6
0004726.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,55,6
0004727.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,55,6
0004728.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,55,6
0004729.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,42,6
0004730.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,36,6
0004731.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,24,6
0004732.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,57,9
0004733.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,9
0004734.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,42,9
0004735.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,9
0004736.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,9
0004737.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,9
0004738.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,44,6
0004739.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,48,6
0004740.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,36,9
0004741.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,33,6
0004742.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,27,6
0004743.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,24,6
0004744.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,19,7
0004745.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,18,6
0004746.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,6
0004747.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,57,12
0004748.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,12
0004749.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,14
0004750.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,12
0004751.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,36,12
0004752.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,33,9
0004753.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,32,9
0004754.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,32,9
0004755.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,19,6
0004756.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,24,9
0004757.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,6
0004758.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,64,6
0004759.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,48,6
0004760.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,48,6
0004761.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,42,6
0004762.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,46,6
0004763.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,42,6
0004764.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,64,7
0004765.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,27,6
0004766.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,52,9
0004767.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,9
0004768.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,32,9
0004769.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,47,9
0004770.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,60,9
0004771.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,33,9
0004772.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,9
0004773.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,31,9
0004774.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,38,9
0004775.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,6
0004776.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,33,9
0004777.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,27,9
0004778.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,25,9
0004779.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,30,9
0004780.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,20,6
0004781.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,6
0004782.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,6
0004783.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,6
0004784.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,14,5
0004785.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,52,12
0004786.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,54,12
0004787.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,12
0004788.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,12
0004789.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,40,12
0004790.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,58,12
0004791.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,31,12
0004792.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,45,12
0004793.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,33,12
0004794.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,58,12
0004795.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,30,10
0004796.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,26,12
0004797.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,67,6
0004798.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,6
0004799.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,67,6
0004800.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,6
0004801.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,28,6
0004802.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,25,6
0004803.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,25,6
0004804.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,44,6
0004805.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,44,6
0004806.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,19,6
0004807.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,64,9
0004808.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,9
0004809.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,27,9
0004810.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,43,9
0004811.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,31,9
0004812.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,35,6
0004813.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,28,6
0004814.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,10
0004815.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,44,10
0004816.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,17,6
0004817.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,19,6
0004818.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,20,6
0004819.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,18,6
0004820.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,13,6
0004821.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,68,12
0004822.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,57,12
0004823.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,27,12
0004824.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,57,12
0004825.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,38,12
0004826.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,45,9
0004827.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,37,9
0004828.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,8
0004829.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,20,8
0004830.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,8
0004831.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,34,9
0004832.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,68,6
0004833.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,68,6
0004834.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,31,6
0004835.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,22,6
0004836.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,63,9
0004837.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,30,6
0004838.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,34,6
0004839.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,6
0004840.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,6
0004841.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,23,6
0004842.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,26,7
0004843.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,17,6
0004844.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,14,6
0004845.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,28,7
0004846.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,16,6
0004847.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,43,9
0004848.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,49,6
0004849.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,9
0004850.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,50,9
0004851.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,15,8
0004852.png,data/oga3_cut_ccby,2D_Art_01.zip,pint_black2.png,CC-BY-4.0,21,5
0004853.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,8
0004854.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,9
0004855.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,21
0004856.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,9
0004857.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,9
0004858.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,8
0004859.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,9
0004860.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,9
0004861.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,8
0004862.png,data/oga3_cut_ccby,2D_Art_01.zip,heart.blink_.png,CC-BY-4.0,31,8
0004863.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,57,38
0004864.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,57,39
0004865.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,38
0004866.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,38
0004867.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,32
0004868.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,32
0004869.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,55,32
0004870.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,55,32
0004871.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,34
0004872.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,56,32
0004873.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,55,32
0004874.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,55,32
0004875.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,54,31
0004876.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,54,30
0004877.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,53,29
0004878.png,data/oga3_cut_ccby,2D_Art_01.zip,npc-nordic-shieldmaiden1_1.png,CC-BY-4.0,53,31
0004879.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,37,5
0004880.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,29,5
0004881.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,31,5
0004882.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,32,5
0004883.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,24,5
0004884.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,27,5
0004885.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,31,5
0004886.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,27,6
0004887.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,22,5
0004888.png,data/oga3_cut_ccby,2D_Art_01.zip,armasjpg.png,CC-BY-4.0,33,4
0004889.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,39,19
0004890.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,20
0004891.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,20
0004892.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,37,13
0004893.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,22
0004894.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,12
0004895.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,12
0004896.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,22
0004897.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,22
0004898.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,39,19
0004899.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,19
0004900.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,19
0004901.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,37,13
0004902.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,22
0004903.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,12
0004904.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,13
0004905.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,20
0004906.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,22
0004907.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,39,19
0004908.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,19
0004909.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,38,19
0004910.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,37,13
0004911.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,22
0004912.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,13
0004913.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,12
0004914.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,22
0004915.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,19
0004916.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,36,17
0004917.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,18
0004918.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,18
0004919.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,35,11
0004920.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,34,16
0004921.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,34,11
0004922.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,34,11
0004923.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,33,18
0004924.png,data/oga3_cut_ccby,2D_Art_01.zip,labnpcs.png,CC-BY-4.0,33,18
0004925.png,data/oga3_cut_ccby,2D_Art_01.zip,pipes-ends.png,CC-BY-4.0,66,7
0004926.png,data/oga3_cut_ccby,2D_Art_01.zip,pipes-ends.png,CC-BY-4.0,58,7
0004927.png,data/oga3_cut_ccby,2D_Art_01.zip,damaged_viking_mini_-sheet.png,CC-BY-4.0,28,13
0004928.png,data/oga3_cut_ccby,2D_Art_01.zip,damaged_viking_mini_-sheet.png,CC-BY-4.0,28,14
0004929.png,data/oga3_cut_ccby,2D_Art_01.zip,damaged_viking_mini_-sheet.png,CC-BY-4.0,28,14
0004930.png,data/oga3_cut_ccby,2D_Art_01.zip,damaged_viking_mini_-sheet.png,CC-BY-4.0,28,13
0004931.png,data/oga3_cut_ccby,2D_Art_01.zip,damaged_viking_mini_-sheet.png,CC-BY-4.0,27,13
0004932.png,data/oga3_cut_ccby,2D_Art_01.zip,tileset_1_64x64.png,CC-BY-4.0,64,9
0004933.png,data/oga3_cut_ccby,2D_Art_01.zip,tileset_1_64x64.png,CC-BY-4.0,64,7
