path,src,zip,member,licence,side,palette,flat
0002664.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.457
0002665.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3299
0002666.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3333
0002667.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,9,0.3156
0002668.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,9,0.322
0002669.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.5402
0002670.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4634
0002671.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,22,6,0.4611
0002672.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.5496
0002673.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,22,6,0.5055
0002674.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,22,4,0.5193
0002675.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4559
0002676.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,22,4,0.4296
0002677.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4729
0002678.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,22,4,0.4558
0002679.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.5233
0002680.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4982
0002681.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4621
0002682.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.5409
0002683.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,4,0.5496
0002684.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4609
0002685.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4749
0002686.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,4,0.5231
0002687.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.4498
0002688.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.4492
0002689.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.4291
0002690.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4669
0002691.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.3992
0002692.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4143
0002693.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.3759
0002694.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4184
0002695.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4612
0002696.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4743
0002697.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4348
0002698.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.473
0002699.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4427
0002700.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3976
0002701.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3863
0002702.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4276
0002703.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4394
0002704.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3961
0002705.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3813
0002706.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.4228
0002707.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,6,0.4692
0002708.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,5,0.4593
0002709.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,5,0.4228
0002710.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,6,0.4605
0002711.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.4111
0002712.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.3571
0002713.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4145
0002714.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3442
0002715.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3297
0002716.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.416
0002717.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.4237
0002718.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.364
0002719.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.3652
0002720.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.417
0002721.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4247
0002722.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.4659
0002723.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,5,0.3978
0002724.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3523
0002725.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3598
0002726.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3372
0002727.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.3448
0002728.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,5,0.4242
0002729.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,5,0.406
0002730.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4362
0002731.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.5
0002732.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.4704
0002733.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.5664
0002734.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.5478
0002735.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,6,0.5962
0002736.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.4421
0002737.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.4462
0002738.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.5192
0002739.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.5036
0002740.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.4861
0002741.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,13,0.4535
0002742.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.4351
0002743.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.3984
0002744.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.3783
0002745.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3623
0002746.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3667
0002747.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3844
0002748.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4723
0002749.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.5109
0002750.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.5035
0002751.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3547
0002752.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3613
0002753.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3359
0002754.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,13,0.4686
0002755.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.4392
0002756.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.4015
0002757.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,15,0.3443
0002758.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,15,0.3548
0002759.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,15,0.3383
0002760.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.4031
0002761.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3667
0002762.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.507
0002763.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3223
0002764.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.3774
0002765.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,14,0.3056
0002766.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.3992
0002767.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.3962
0002768.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3581
0002769.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3547
0002770.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.4982
0002771.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,4,0.5182
0002772.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3182
0002773.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3184
0002774.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.3811
0002775.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.3769
0002776.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,14,0.3135
0002777.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,14,0.2941
0002778.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3916
0002779.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.343
0002780.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.3767
0002781.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3723
0002782.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3393
0002783.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.3243
0002784.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,9,0.4595
0002785.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.4875
0002786.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,9,0.477
0002787.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,9,0.4618
0002788.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,11,0.4393
0002789.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,11,0.4351
0002790.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.4704
0002791.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,11,0.3565
0002792.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,11,0.3497
0002793.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,11,0.3597
0002794.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,11,0.3427
0002795.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2769
0002796.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2915
0002797.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2644
0002798.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2893
0002799.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.3089
0002800.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2659
0002801.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.3921
0002802.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.3879
0002803.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.4118
0002804.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.344
0002805.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.3516
0002806.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2032
0002807.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.1915
0002808.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2086
0002809.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2133
0002810.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.2015
0002811.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.1941
0002812.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.3378
0002813.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,13,0.3929
0002814.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.3304
0002815.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,10,0.3447
0002816.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.3346
0002817.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,12,0.3506
0002818.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,20,13,0.3931
0002819.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,14,0.3804
0002820.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,14,0.3795
0002821.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,14,0.4151
0002822.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.3732
0002823.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.5184
0002824.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4236
0002825.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.514
0002826.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.4296
0002827.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.363
0002828.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.364
0002829.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,5,0.522
0002830.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.5147
0002831.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,7,0.4419
0002832.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.4118
0002833.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.5067
0002834.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,8,0.4727
0002835.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.4591
0002836.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,12,0.4412
0002837.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,14,0.3139
0002838.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,23,14,0.3086
0002839.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,10,0.4056
0002840.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.3704
0002841.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,9,0.3586
0002842.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.4496
0002843.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.4373
0002844.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,11,0.4421
0002845.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,15,0.4178
0002846.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,14,0.3636
0002847.png,data/oga5_cut_ccby3,2D_Art_01.zip,OGA_16x18_charas_poses_Attack sheet_AC.png,CC-BY-3.0,21,14,0.3713
